"ID","Nodes_ID","Language","Pertains_To","Description"
"10768","5251","DE","settlement","Erstmals 1188 erwähnt."
"10770","8765","DE","settlement","Erstmals 1360 erwähnt. 1450 bestand die Siedlung aus 3 Höfen."
"10772","5142","DE","settlement","Erstmals 1271 erwähnt."
"10774","958","DE","settlement","Erstmals 1450 erwähnt."
"10776","6044","DE","settlement","Erstmals 1283 erwähnt."
"10778","2353","DE","settlement","Erstmals 1360 erwähnt. Die Siedlung bestand aus 3 Höfen."
"10780","6790","DE","settlement","Erstmals 1360 erwähnt. Nach einem Register aus 1684 bestand die Siedlung aus 4 Halbhöfen, wovon einem wüst gefallen war."
"10782","4660","DE","settlement","Erstmals 1360 erwähnt. 1450 bestand das Dorf aus 6 Höfen und einer Kate."
"10784","1187","DE","settlement","Erstmals 1270 erwähnt, als das Dorf in Besitz des Klosters Neuendorf kam."
"10786","1330","DE","fair","Spätestens 1293 besaß Dannenberg einen dreitägigen Jahrmarkt. Genaueres wird 1365 erwähnt, als ein Jahrmarkt in der Woche nach Ostern verliehen wurde, neben einem bereits existierenden Jahrmarkt am Mariä Geburt."
"10788","3164","DE","settlement","Erstmals 1334 erwähnt."
"10790","3555","DE","settlement","Erstmals 1360 erwähnt."
"10792","312","DE","ferry","Die Elbfähre wird erstmals im Chronica Slavorum von Arnold von Lübeck erwähnt, wo erzählt wird dass Herzog Bernhard von Sachsen die Fähre nach Lauenburg verlegen wollte nach der Zerstörung der Ertheneburg. Auf Wunsch Lübecks behielt der Kaiser die Fähre jedoch an ihrer alten Stelle."
"10794","312","DE","toll","Ein Zoll in Artlenburg wird erstmals 1188 erwähnt, als Kaiser Friedrich I. Lübeck von den Zöllen im Herzogtum Sachsen freistellte, außer in Artlenburg, wo jeder Wagen 5 Pfennig für den Flussübergang entrichten musste. Diese Situation wurde 1226 bestätigt. Eine Vereinbarung aus 1335 zwischen den Herzögen von Lauenburg un der Stadt Lüneburg, die festlegte dass der Lauenburger Salzzoll nach Artlenburg verlegt werden sollte wegen Veränderungen der Salztransportrouten aus Lüneburg, wurde scheinbar nie oder nur kurzfristig durchgeführt; der Artlenburger Zoll blieb beschränkt auf ein Fährgeld."
"10796","11789","DE","harbour","Die Ilmenau wurde ab Lüneburg flussaufwärts als Wasserstraße benutzt, hauptsächlich für den Transport des Brennholzes für die Lüneburger Saline. Im Ilmenauprivileg von 1348 bekam die Stadt das Recht, den Fluss bis Uelzen schiffbar zu machen. Der Umschlagplatz für die Schiffe muss in der Nähe der Ratsmühle gelegen haben, da das Mühlenwehr den Fluss weiter versperrte."
"10798","4653","DE","fair","In einer Ordnung des Wandhauses aus dem frühen 14. Jh. werden zwei Jahrmärkte in Lüneburg genannt, am Michaelis und am Sonntag Jubilate. Ein Dokument um 1360 nennt als Besucher des Michaelismarktes Kaufleute aus Stade, Hamburg, Braunschweig, Hannover, dem Rheinland, Hessen und Holland."
"10800","11154","DE","toll","Ein Zoll der Gräfen von Hoya in Bruchhausen wurde 1545 an Heinrich Starke verpfändet. Nach Bremer Beschwerden in den 1590ern wurde erwähnt, dass der Zoll damals schon lange bestanden hatte."
"10802","11220","DE","settlement","Eine Burg wurde um 1380 durch den Hoyaer Grafen an der Grenze zum Bistum Minden gebaut. Neben der Burg entwickelte sich eine Siedlung, die erstmals 1462 erwähnt wurde und 1486 Fleckenprivilegien erhielt."
"10804","11220","DE","toll","Ein Zoll in Diepenau wird 1581 erwähnt als seit ältersher bestehend. Er geht vermutlich auf die Gründung der Burg zurück."
"10806","11797","DE","harbour","Der Hafen in Harburg wurde für die Verschiffung von Korn und Holz benutzt, aber wegen ständiger Versuche Hamburgs, die Schifffahrt auf der Süderelbe wegen des Hamburger Stapels zu verhindern, erlangte er nie zur großen Bedeutung."
"10808","8157","DE","settlement","Der Ort wurde 851 erstmals erwähnt."
"10810","7688","DE","settlement","1037 wurde die Siedlung zum ersten Mal erwähnt."
"10812","1323","DE","settlement","Ersterwähnung im Jahr 1180."
"10814","567","DE","settlement","872 erstmals erwähnt. "
"10816","2820","DE","settlement","Das Dorf wurde 1178 zum ersten Mal erwähnt."
"10818","7528","DE","settlement","Der Ort wurde 1291 erstmals erwähnt."
"10820","4550","DE","settlement","980 erstmals erwähnt."
"10822","4318","DE","settlement","Erstmals 1296 erwähnt."
"10824","523","DE","settlement","Der Ort wurde 1150 zum ersten Mal erwähnt."
"10826","7978","DE","settlement","Ersterwähnung im Jahr 1050."
"10828","6991","DE","settlement","Das Dorf wurde 1090 erstmals erwähnt."
"10830","8643","DE","settlement","Ersterwähnung im Jahr 1188."
"10832","1866","DE","settlement","1074 wurde der Ort zum ersten Mal erwähnt."
"10834","6205","DE","settlement","Ersterwähnung im Jahr 1033."
"10836","3174","DE","settlement","Der Ort wurde 1033 erstmals erwähnt."
"10838","5210","DE","settlement","1033 wurde das Dorf erstmals erwähnt."
"10840","2732","DE","settlement","1033 erstmals erwähnt."
"10842","703","DE","settlement","Der Ort wurde 1160 erstmals erwähnt."
"10844","8309","DE","settlement","Erstmals um 1200 erwähnt."
"10846","6413","DE","settlement","1160 erstmals erwähnt."
"10848","8340","DE","settlement","Das Dorf wurde 1176 erstmals erwähnt."
"10850","1717","DE","settlement","Ersterwähnung im Jahr 1126."
"10852","6323","DE","settlement","751 erstmals erwähnt."
"10854","5331","DE","settlement","Der Ort wurde 1088 erstmals erwähnt."
"10856","910","DE","settlement","Erstmals 1029 erwähnt."
"10858","3056","DE","settlement","1171 wurde das Dorf erstmals erwähnt."
"10860","2793","DE","settlement","1317 erstmals erwähnt."
"10862","2215","DE","settlement","Erstmals 1088 erwähnt."
"10864","4439","DE","settlement","1088 erstmals erwähnt."
"10866","10573","DE","settlement","1150 erstmals erwähnt."
"10868","3237","DE","settlement","Erstmals 1169 erwähnt."
"10870","4583","DE","settlement","Ersterwähnung im Jahr 1272."
"10872","10312","DE","settlement","1251 erstmals erwähnt."
"10874","2214","DE","settlement","Der Ort wurde 1074 erstmals erwähnt."
"10876","2437","DE","settlement","Ersterwähnung im Jahr 1001."
"10878","7863","DE","settlement","Das Dorf wurde 1301 zum ersten Mal genannt."
"10880","5609","DE","settlement","Erstmals 1360 erwähnt."
"10882","11802","DE","toll","Bei Kranenburg wurde ein Schiffszoll auf der Oste erhoben, dessen Alter unbekannt ist. Am Ende des 17. Jh. versperrte eine Kette den Fluss um Schiffe zur Bezahlung des Zolles zu zwingen. Vor 1627 muss die Brücke die gleiche Funktion gehabt haben."
"10884","11802","DE","bridge","Eine Zugbrücke über die Oste, die größeren Schiffen Durchgang verschaffte, wurde 1627 durch kaiserliche Truppen niedergebrannt. Es ist unbekannt wann sie gebaut wurde. 1659 wurde eine neue Brücke weiter stromabwärts bei Hechthausen errichtet."
"10886","11802","DE","ferry","Vor der Errichtung der Brücke und nach derer Zerstörung 1627 muss eine Fähre existiert haben; spätestens 1659 mit der Errichtung der neuen Flussübergang bei Hechthausen muss sie verschwunden sein."
"10888","11033","DE","settlement","Erstmals 1375 erwähnt."
"10890","11803","DE","bridge","Eine Ruhrbrücke wird erstmals 1065 erwähnt. Sie wurde 1399 und 1533 vom Hochwasser zerstört; im zweiten Fall dauerte die Wiedererrichtung fünf Jahre. Auf einem Stich von Braun und Hogeberg aus 1572 ist zu sehen, dass die Brücke zu der Zeit aus Stein gebaut war mit sieben Jochen. Auf dem zweiten Pfeiler an der Stadtseite war ein Torgebäude errichet, wo wahrscheinlich das Brückengeld erhoben wurde. Die Brücke wurde 1642 wieder durch Hochwasser zerstört und für die nächsten zwei Jahrhunderte von einer Fähre ersetzt."
"10892","11803","DE","harbour","1033 wird erwähnt dass die Ruhr bis zur Abtei Werden schiffbar war. Wahrscheinlich war dies ebenso der Fall für die folgenden Jahrhunderte."
"10894","8974","DE","toll","Ein Zoll wird erstmals 1236 als Lehen der Grafen von Tecklenburg erwähnt, später ging er zum Bistum Münster über. Aus 1631 ist eine Liste der Zollabgaben für unterschiedliche Handelswaren bekannt. Im 17. Jh. gehörte der halbe Zoll der Stadt Meppen."
"10896","4601","DE","settlement","Erstmals um 1252 in einem Register des Bistums Verden erwähnt. Nach einem Register aus 1563/4 bestand das Dorf aus 7 Höfen und 1 Kate."
"10898","871","DE","settlement","Erstmals 1117 erwähnt. Nach Registern aus dem 17. Jh. bestand das Dorf aus 5 Höfen ('plog') bzw. 4 Höfen und einem Halbhof."
"10900","5648","DE","settlement","Im Jahr 826-53 hatte Kloster Corvey bereits Besitz in Olvenstedt. Die Kirche in Olvenstedt wird bereits im 10. Jahrhundert erwähnt. Seit 1283 ist ein Geschlecht von Olvenstet belegt."
"10902","4016","DE","settlement","Siedlung slawischen Ursprungs; von 1158 und 1166 sind detaillierte Aufzeichnungen der Ansiedlung holländischer Kolonisten erhalten. 1164 wird Burg von Erzbischof Wichmann besetzt. Mehrfach während des 30-jährigen Krieges zerstört."
"10904","1659","DE","settlement","Erwähnungen 950 und 965 als der Zehnt in Ebendorf an das Moritzkloster in Magdeburg verliehen wird. Seit 1363 halten die Grafen von Falkenstein einige ihrer Dingtage in Ebendorf."
"10906","9684","DE","settlement","Zwischen 1309 und 1314 errichtete Erzbischof Burchardt III. ein festes Schloss in Hohenwarthe und verlangte einen Zoll auf der Elbe, was dazu führte, dass die Magdeburger das Schloss bald angriffen und zerstörten."
"10908","845","DE","settlement","Die angebliche erste urkundliche Erwähnung 1187 bei Hermes und Weigelt scheint nichts mit dem Ort Born zu tun zu haben. Der Ort wurde 1745 als Vorwerk gegründet. Der Krug, der bei Bruns-Weczerka erwähnt wird, kann erst für das Ende des 18. Jahrhunderts angenommen werden."
"10910","3847","DE","settlement","Unklar, ob bereits im Güterverzeichnis des Klosters Corvey 1053 erwähnt, sichere Erwähnungen jedoch 1136, 1164, 1180 und 1227."
"10912","3276","DE","settlement","Ersterwähnung in einem namen 1251. Weitere Erwähnung in Urkunden von 1345."
"10916","1364","DE","settlement","Bis 1238 gehörte der Ort den Grafen von Osterburg, was bedeutet, dass er bereits vorher existierte."
"10918","11650","DE","settlement","Die Deetzer Landwehr wurde bereits 1238 erwähnt. Der Wartenturm wurde 1409 errichtet. Seit 1703 besteht ein Krug, an dem spätestens seit 1745 auch Zoll eingenommen wurde."
"10920","81","DE","settlement","1121 als Besitz dem St. Lorenzkloster bei Schöningen übergeben. Vermutlich slawischer Ursprung."
"10922","559","DE","settlement","1327 wird der Hof Berghe an Otto von Braunschweig gegeben. Erwähnung als Dorf im 15. Jahrhundert."
"10924","882","DE","settlement","Erwähnung im Oebisfelder Bierprivilegium als Zubehör von Oebisfelde."
"10926","966","DE","settlement","Ersterwähnung 1258."
"10928","1490","DE","settlement","Erstmals im 13. Jahrhundert erwähnt."
"10930","3713","DE","settlement","Ersterwähnung 1238, weitere Nennungen im 15. und 16. Jahrhundert neben Groß Engersen."
"10932","1854","DE","settlement","Ersterwähnung als Haskenroht als Besitz des Klosters Marienthal."
"10934","1871","DE","settlement","Erste Erwähnung als Besitz des Klosters Calbe, der an das St. Lorenzkloster weitergegeben wird."
"10936","1611","DE","city","Wegen ihrer Lage am Rhein entwickelte Duisburg sich schnell zu einem Handelszentrum, das um 1100 bereits stadtähnliches Charakter hatte. Die Stadtmauer stammt aus 1129. Durch die Verlagerung des Rheines nach 1200 und Versandung des Rheinarmes bei Duisburg verlor die Stadt langsam ihre bedeutsame Funktion als Handelsknotenpunkt."
"10938","1874","DE","settlement","961 übergibt Otto I. Adinga dem Erzbistum Magdeburg."
"10940","3407","DE","settlement","Kam vermutlich um 1300 in den Besitz des Hospitals in Gardelegen. Erwähnung in einem Namen 1429. Eine sichere Nennung erfolgt 1472."
"10942","3330","DE","settlement","Erste schriftliche Erwähnung 1238."
"10944","11812","DE","harbour","Duisburg war ein wichtiger Rheinhafen im Früh- und Hochmittelalter. Nach 1200 verlegte der Rhein jedoch seinen Lauf und Duisburg war jetzt an einem versandenden Altarm gelegen, was zu einem Rückgang des Hafens führte. Auf einem Stadtplan von 1566 werden noch Boote auf dem Dickelsbach (dem alten Rheinarm) vor dem Schwanentor gezeigt, was darauf hindeutet, dass man den Hafen damals noch mit flachen Booten erreichen konnte."
"10946","11813","DE","settlement","Nicht lange vor 1232 als Zisterzienserinnenkloster gegründet. Bis zum 15. Jahrhundert wohlhabend, im Zuge der Reformation wurde das Konvent protestantisch. 1579 wurde das Kloster offiziell aufgelöst und ein Damenstift eingerichtet, welches 1810 aufgelöst wurde."
"10950","6610","DE","settlement","Um 1300 befand sich auf der Rheininsel Werth eine Ansiedlung von Fischern. Zwischen 1372 und 1380 wurde hier die Burg Ruhrort zur Sicherung der dortigen Zollstelle errichtet."
"10952","6610","DE","city","Ruhrort wurde erstmals 1551 als Stadt erwähnt."
"10954","6610","DE","toll","Graf Johann von Moers erhielt 1371 vom Kaiser Karl IV. das Recht, einen Zoll von 4 Turnosen für jeden Fuder Wein auf einer Rheininsel zu erheben. 1572 wurde der Zoll mit dem Grafen von der Mark geteilt, der zur Sicherung der Zollstätte die Burg Ruhrort errichtete. Obwohl der Zoll 1379 eingezogen wurde, wurde 1398 das Zollprivileg bestätigt. Der märkische Teil des Zolles wurde zwischen 1405 und 1422 nach Orsoy verlegt. Bürger aus Ruhrort wurden 1437 vom Zoll freigestellt."
"10956","11217","DE","harbour","Ein Hafen in Ruhrort bestand schon im Mittelalter, aber war kein guter Umschlagplatz. Schiffe mussten vor der Errichtung von Hafenanlagen im 18. Jh. im Rhein oder in der Ruhr vor Anker gehen."
"10958","6086","DE","settlement","1458 wird eine Altarschenkung bestätigt, die mit Einkünften aus Potzehne kam."
"10960","6192","DE","settlement","1397 wird der Ort an die Herren von Plathe verkauft. Mit einem 1311 mehrfach genannten Ort Querenbeke hat dieses Quarnebeck wahrscheinlich nichts zu tun, da Querenbeke stets mit Harzsiedlungen in Verbindung gebracht wird."
"10962","6278","DE","settlement","1311 wird Besitz in Retzlingen als Lehen aufgeführt."
"10964","6568","DE","settlement"," Der Name kommt bereits 786 in einer Grenzbeschreibung vor, allerdings ist dabei ein See bzw. ein stehendes Gewässer gemeint. Die Existenz einer Siedlung ist nicht ausgeschlossen. Erste sichere Erwähnung 1400."
"10966","6674","DE","settlement"," Die Siedlung Sachau wird 1472 als wüste Siedlung bezeichnet. Sie mag bis 1506 wieder aufgebaut worden sein, als sie nicht mehr als explizizt wüst bezeichnet wird."
"10968","7247","DE","settlement","1473 wird Solpke als Pertinenz von Calbe erwähnt."
"10970","8246","DE","settlement","Erste Nennung 1311 im Halberstädter Lehnsregister. Das genaue Datum der Gründung ist unbekannt."
"10972","8417","DE","settlement","Erste Erwähnung in Schadensrechnungen von 1420, in der Schäden von 1412 und 1418 aufgezeichnet wurden."
"10974","11819","DE","toll","Ein Zoll des Hildesheimer Bischofs ""auf dem Bruch vor Sarstedt"" wird erstmals 1384 erwähnt. 1393 verzichtete der Bischof auf die Zollerhebung zugunsten der Bürger von Hildesheim."
"10976","6774","DE","toll","Ein Zoll des Hildesheimer Bischofs in Sarstedt wird unter anderem 1388 und 1441 erwähnt. Es ist nicht klar ob dies der gleiche Zoll ist wie der 1384 genannte Zoll ""auf dem Bruch vor Sarstedt"" (Bierbruch)."
"10978","7314","DE","toll","Ein Zoll des Hildesheimer Bischofs in Springe wird 1388 erwähnt als er an Reineke Holtgreve verpfändet wurde."
"10980","4431","DE","toll","Ein Zoll des Hildesheimer Bischofs vor der Liebenburg wurde 1354 abgeschafft."
"10982","3033","DE","settlement","Erwähnung eines Ministerialen von Heuckewalde in Urkunden seit 1153."
"10984","6126","DE","settlement","In einer Urkunde von 1286 als Provin erwähnt."
"10986","8707","DE","settlement","Erwähnung 1301 als Czangenberg."
"10988","1513","DE","settlement","1137 wurde ein Klosterhof in Domnitz angelegt, was bezeugt, dass der Ort bereits früher bestand."
"10990","1534","DE","settlement","1484 wird Dornitz vom Erzbistum Magdeburg an die Herren von Ammendorf verkauft. Zuvor war es im Besitz der Grafen von Alsleben."
"10992","2103","DE","settlement","1286 Erwähnung eines Geschlechts von Corzene."
"10994","3673","DE","settlement","Früherer Besitz der Grafen von Alsleben, die das Dorf an die Herren von Ammendorf verkauften."
"10996","5049","DE","settlement","Sitz der Familie von Mordal."
"10998","11827","DE","settlement","Als Benediktinerinnenkloster 877 gegründet, besteht das Kloster als evangelisches Frauenstift bis heute fort."
"11000","10449","DE","settlement","Eine Burg in Ilsenburg wird 998 dem Bischof von Halberstadt übergeben, der hier 1003 und 1018 ein Benediktinerkloster einrichtet. Nach seiner Zerstörung im Bauernkrieg wird das Kloster von Adeligen und Beamten als Wohnsitz genutzt."
"11002","7974","DE","settlement","Im 9. Jahrhundert wird eine Familie von Veckenstedt erwähnt, die möglicherweise auf einem Schloss im Ort residierte."
"11004","5364","DE","settlement","Erwähnung im Hersfelder Zehntverzeichnis aus dem Ende des 9. Jahrhunderts. Eigentum des Klosters Wimmelburg seit 1215, im 15. Jahrhundert wird das Dorf dem Bischof von Merseburg verkauft."
"11006","4891","DE","fair","Bis 1323 fand ein Jahrmarkt statt. Bei einem Stadtbrand wurden jedoch etliche Buden auf dem Markt zerstört und fremde Händler blieben seitdem fern. Der Jahrmarkt wurde aufgrund des steigenden Einflusses der Leipziger Messen nicht neu eingerichtet."
"11008","8156","DE","settlement","Das Kloster St. Petri hatte hier seit 1091 Besitzungen."
"11010","8833","DE","settlement","Im 13. Jahrhundert wird ein Ministerialengeschlecht von Zössen erwähnt. Das frühere Aldindorph ist heute Teil von Zöschen und umfasst die Kirche, das Oberdorf und die dazugehörigen Gebäude."
"11012","1693","DE","settlement","Ursprünglich Eigentum der Familie von Egstedt, die noch 1308 erwähnt wird, im Laufe des 14. Jahrhunderts gelangt der Ort jedoch in den Besitz der Stadt Erfurt."
"11014","2206","DE","settlement","In einer Urkunde von 1143 als Gispotisleyben erwähnt, allerdings existierte wohl schon in vorgeschichtlicher Zeit eine Siedlung. Später war das halbe Dorf Besitz der Grafen von Gleichen."
"11016","3681","DE","settlement","Ersterwähnung 1074."
"11018","3742","DE","settlement","Erwähnung in einer Schenkungsurkunde an das Hochstift Halberstadt 1086."
"11020","2399","DE","settlement","Ersterwähnung 1219."
"11022","2512","DE","settlement","Ersterwähnung 1350."
"11024","3899","DE","settlement","Ersterwähnung 1158."
"11026","6216","DE","settlement","Ersterwähnung 1350."
"11028","7315","DE","settlement","Ersterwähnung 1314 als Sprotav."
"11030","10772","DE","settlement","Erwähnung eines Guts 1347."
"11032","11844","DE","settlement","Ersterwähnung in einer Urkunde von 959. 992 wird ein Benediktinerinnenkloster in Walbeck gestiftet. Es wird 1525 aufgelöst."
"11034","11845","DE","settlement","Ersterwähnung des Dorfes 944.
Ursprünglich ein Hospital in Hettstedt, welches vor 1248 in ein der Jungfrau Maria geweihtes Augustinerinnen-Kloster umgewandelt wurde. Es wurde vor 1259 nach Wiederstedt verlegt."
"11036","262","DE","settlement","Ersterwähnung des Dorfes 1400."
"11038","1802","DE","settlement","Urkundlich bereits 934 als Emmundorp erwähnt."
"11040","6199","DE","city","Nach Berichten des frühen 19. Jahrhunderts hielt Quenstedt schon früh das Aussehen und die Privilegien einer kleinen Stadt mit Stadtmauer, Rathaus und sogar einem Jahrmarkt. 1636 brannte der Ort im Zuge des 30-jährigen Krieges jedoch komplett ab und lag 14 Jahre lang wüst, was zu der Annahme führt, dass er seine frühere Bedeutung nicht wieder erlangen konnte."
"11042","6199","DE","settlement","992 schenkt König Otto II. dem Stift Quedlinburg unter anderem die villa Quenstedi."
"11044","7106","DE","settlement","1040 wird Siebigerode als Teil einer Heiratsgabe vergeben. 1273 wurde bemerkt, dass das Dorf wüst gefallen war. In der Folge muss das Dorf wieder besiedelt geworden sein, fiel 1646 aber wieder wüst. 1651 wurde es langsam wieder aufgebaut."
"11046","7150","DE","settlement"," 964 hatte das Kloster Gernrode Besitz in Sinsleben, in Folgejahren gehörte es zum Besitz des Klosters Quedlinburg und der Grafen von Falkenstein."
"11048","6453","DE","settlement","Ersterwähnung als Rodigeresrod 944."
"11050","10154","DE","settlement","Erstmals 1197 erwähnt."
"11052","648","DE","settlement","Der Zehnt von Bidrici wird bereits bei der Gründung des Bistums Brandenburg als dem Moritzkloster in Magdeburg geschenkt erwähnt."
"11054","3296","DE","settlement","1117 dem Kloster Berge geschenkt; 1300 wird eine Familie von Ilborch erwähnt. "
"11056","4646","DE","settlement","Um 1400 als Luge erwähnt."
"11058","5048","DE","settlement","Das Kirchpatronat unterstand 1275 dem Lorenzkloster in Magdeburg, 1306 wurde der Ort an das Kloster Plötzke gegeben. Seit 1307 ist eine adelige Familie zu Moritz erwähnt."
"11060","5180","DE","settlement","Teil des Erzbistums Magdeburg seit 963. Dorf und Schloss wurden im 30-jährigen Krieg völlig verwüstet."
"11062","5829","DE","settlement","Besitz des Klosters Berge 1191, obwohl St. Nikolai in Magdeburg seit 1188 hier Besitzungen hatte."
"11064","8787","DE","settlement","992 als dem Kloster Memleben geschenkter Ort verzeichnet."
"11066","576","DE","settlement","Erwähnung um 1400 als Berkczow."
"11068","1396","DE","settlement","Ende des 14. Jahrhunderts Erwähnung als Derwen."
"11070","1952","DE","settlement","Ersterwähnung 1172. Wahrscheinlich Teil des Burgwardes Kabelitz. Seit 1337 Besitz des Bischofs von Havelberg, bis es 1562 an die Fürsten von Bismark kommt."
"11072","2635","DE","settlement","Ersterwähnung wahrscheinlich 1397 als Weddig."
"11074","3109","DE","settlement","Ersterwähnung 1337, Erwähnung eines Ritterguts."
"11076","3121","DE","settlement","Ersterwähnung 1144 als Besitz des Klosters Berge."
"11078","3805","DE","settlement","1145 erwähnt als Besitz des Bischofs von Havelberg."
"11080","9578","DE","settlement","Erste Erwähnung als dem Burgward Jerichow zugehörig."
"11082","5830","DE","city","1368 als oppidum bezeichnet, 1389 als ""Städtchen""."
"11084","6479","DE","settlement","Ende des 14. Jahrhunderts Erwähnung als Ragoesen, 500 Jahre im Besitz der Adelsfamilie von Werder."
"11086","6811","DE","settlement","Ersterwähnung 1351 als der Besitz eines Johann von Buch."
"11088","8018","DE","settlement","Schriftliche Erwähnung 1252 als Visene."
"11090","8603","DE","settlement","1562 Erwähnung als Woltirstorff, von Alters her Besitz derer von Werder."
"11092","8658","DE","settlement","Ersterwähnung 1240 als Wostitz."
"11094","8762","DE","settlement","1311 Erwähnung als Cerwen."
"11096","8406","DE","settlement","Dem Erzbischof von Mainz 1311 als Lehen gegeben."
"11098","336","DE","settlement","Ersterwähnung 1219 als villa Atenstede."
"11100","601","DE","settlement","Ersterwähnung 1018 als villa in einer Schenkung an das Kloster Ilsenburg."
"11102","2824","DE","settlement","Erste urkundliche Erwähnung Ende des 11. Jahrhunderts. Eine Burg, die als Alte Burg bezeichnet wird, ist bekannt."
"11104","3198","DE","settlement","Erste Erwähnung 1249."
"11106","4713","DE","settlement","1084 Unterscheidung zwischen Beffen-Mandorp und Biscopa-Mandorp."
"11108","255","DE","city","Stadtgründung durch die Markgrafen Johann I. und Otto III., also zwischen 1230 und 1267, 1284 als civitas bezeichnet, 1286 wurde das Angermünder Recht an Stolpe verliehen, 1440 an Arnswalde"
"11110","7453","DE","settlement","Erwähnung einer Siedlung Stötterlingen im 10. Jahrhundert; 992 wurde ein Kloster in der Burg Stötterlingenburg gegründet, allerdings waren bis 1106 die Burggebäude verschwunden und bis 1108 war das Kloster in einem beklagenswerten Zustand. Nach einer neuen Renovierung gelangte das Kloster zu etwas Wohlstand. 1555 wurde das Kloster Säkularisiert."
"11112","457","DE","city","Durch den Askanier Albrecht III. ohne vorherige Siedlung errichtet, 1298 zuerst als civitas genannt, Recht von Strausberg "
"11114","8261","DE","settlement","Erste Erwähnung als villa, ursprünglich lag der Ort ein wenig weiter von Halberstadt entfernt an einer heute freistehenden Kirche."
"11116","455","DE","settlement","Ein Burgflecken existierte schon zu slawischer Zeit"
"11118","455","DE","city","Kurfürst Johann Georg I. verlieh 1616 Stadtrecht"
"11120","494","DE","settlement"," Otto III. verlieh 997 dem Erzstift Magdeburg den Burgward, allerdings ist immernoch unklar, ob das erwähnte Belizi sich auf Beelitz oder Belzig bezieht. Die wendische Burg wurde nach 1150 askanisch und war eine Zeitlang Sitz des Vogts, 1204 wird ein Gerhard von Belitz erwähnt, 1317 die Burg selbst erwähnt. Um 1210 wird das slawische Burgdorf aufgegeben, 1216 wird ein Burgward erwähnt und die neugegründete städtische Siedlung wird 1247 als oppidum bezeichnet. Er gewinnt im Zusammenhang mit der Heiligblutlegende ein wenig an Bedeutung als Pilgerort."
"11122","500","DE","settlement","alte Burg und wendische Fischersiedlung, gegenüber deutsche Dörfer und deutsche gewerbliche Siedlung rund um die Kirche"
"11124","500","DE","city","ein Ritter um 1202 erwähnt, Stadtgründer waren auch Burg- und Grundherren, wurde um 1260 nach kolonialem Schema zur Stadt erweitert, 1285 wurde Magdeburger Recht gewährt, generell als civitas bezeichnet"
"11126","580","DE","city","1278 beauftragen die Markgrafen Albrecht III. und Otto V. den Ritter Heinrich Toyte mit der Gründung einer Stadt mit Magdeburger Recht, sie sollte ein Askanischer Stützpunkt gegen Pommern sein"
"11128","11847","DE","bridge","Knüppeldamm, der vom Kloster Pforte unterhalten werden musste."
"11130","10067","DE","settlement","Erste schriftliche Erwähnung in einer Grenzbeschreibung des Klosters Pforte. Die Beschreibung einer Burg von 1010 meint wahrscheinlich die Altenburg."
"11132","5262","DE","settlement","Die Siedlung hat sich wohl aus einem Gasthaus an der Straße entwickelt."
"11134","2857","DE","settlement","Im Hersfelder Zehntverzeichnis erwähnt."
"11136","11848","DE","bridge","Eine Brücke über die Saale ist seit Mitte des 12. Jahrhunderts bekannt. 1393 ist eine Holzbrücke belegt, die die Saale überquerte. 1404 wurde eine Steinbrücke errichtet, um die Holzbrücke zu ersetzen."
"11138","597","DE","settlement","Der Burgwall nahe eines deutschen Burgfleckens und einer slawischen Siedlung wurde 1290 zerstört"
"11140","597","DE","city","1290 und 1315 als civitas genannt, Jahr der Stadtrechtsverleihung nicht überliefert, Stadt wurde später abhängig von der nach 1315 gebauten Burg"
"11142","612","DE","settlement","Früher eine pommersche Burg mit Wallgraben, 1259 als deutsches Dorf im Besitz des Bischofs von Polen erwähnt, noch 1350 als Dorf genannt"
"11144","612","DE","city","1412 bereits eine Stadt, 1435 wird ein Vogt genannt, erhalten ist nur die Erneuerung des Gründungsprivilegs aus 1508, die der Bischof von Polen Johannes Lubranski an Stelle der bei einem Stadtbrand vernichteten Urkunden ausstellte"
"11146","720","DE","settlement","ursprünglich eine kleine slawische Siedlung, 1312 vom Markgrafen Waldemar von Brandenburg dem Zisterzienserkloster Semmritz übereignet, Anfang des 15. Jhs. Bau eines Kloster, dann auch Sitz des Abtes, gesamte Konvent siedelte 1578 von Semmritz nach Blesen"
"11148","10530","DE","settlement","Ersterwähnung 1256 durch einen Ritter von Roßbach."
"11150","720","DE","city","Der polnische König Kasimir IV. verleiht zwischen 1458 und 1485 dem Ort auf Bitten des Abtes Magdeburger Stadtrecht, Erneuerung und Bestätigung der Rechte 1565 und 1619"
"11152","11850","DE","settlement","Wartenturm, im 14./15. Jahrhundert erbaut."
"11154","11851","DE","settlement","Wartturm aus dem 14. Jahrhundert."
"11156","11852","DE","settlement","Warttum; 1461 erwähnt. Der Name weist auf einen früheren Vorgänger hin."
"11158","11853","DE","settlement","Wartturm, der Teil des Landwehrsystems war, das sich bis zur Neuen Turmwarte erstreckte."
"11160","11854","DE","settlement","Wartturm, im 15. Jahrhundert ein Wartturm für Blankenburg."
"11162","11855","DE","settlement","Wartturm; im 15. Jahrhundert durch das Stift Halberstadt errichtet."
"11164","2906","DE","settlement","Wartturm; 1280 erbaut, 1425 zerstört und 1452 wiederaufgebaut; laut Schmidt (1891) 1454 erbaut."
