"ID","Parent_ID","Name","Alternative_Name","Latitude","Longitude","Geonames_ID","Ready","Is_Settlement","Settlement_From","Settlement_To","Settlement_Description","Is_Town","Town_From","Town_To","Town_Description","Is_Toll","Toll_From","Toll_To","Toll_Description","Is_Staple","Staple_From","Staple_To","Staple_Duration_Of_Stay","Staple_Description","Is_Fair","Fair_From","Fair_To","Fair_Description","Is_Ferry","Ferry_From","Ferry_To","Ferry_Description","Is_Bridge","Bridge_From","Bridge_To","Bridge_Description","Is_Harbour","Harbour_From","Harbour_To","Harbour_Description","Is_Lock","Lock_From","Lock_To","Lock_Description"
"4742","","Mansfeld","Manesfeld; Mansfelth; Mandesvelde; Thalmansfeld","51.5940805","11.4541571","2873852","y","y","973","","Estate given to the archbishopric of Magdeburg by Fulda monastery (MGH OII no. 64, S. 74-77). This record probably refers to Klostermansfeld, which held most of the surrounding estates.","y","1400","","Mentioned as ""vallis Mansfeld"" in the Halberstädter Archdiakonalsmatrikel from 1400. In 1408 it is known to have been surrounded by walls. It must have owned town and market rights before that though.","","","","","","","","","","y","1586","","The counts of Mansfeld bestow a cattle- and two annual fairs upon the city.","","","","","","","","","","","","","","","",""
"4743","","Mantau","","54.747786","20.712061","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4745","","Marbach","Martbach; Marbeche; Marbich","50.993402","10.979928","2873783","y","y","1216","","First mention in 1216.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4746","","Marburg","Matburgensis moneta; Marcborch; Marhpurc","50.808961","8.770484","2873759","","y","1138","","In 1138 the knight Ludwig de Marburg is mentioned first. The mention of a Marburg mint in 1194 presupposes that a market settlement must have existed beforehand.","y","1311",""," Orders under city law by Bishop Ludwig von Münster have been documented since 1311.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4747","","Mariakerke","Meron; Meran; Meren; Meeren; Meerekerke; Mariekerke; Sente Marien kercke in Meeren","51.072882","3.674448","2791700","","y","800","","Earliest mention in ninth century in a copy dating from 941. Next mention in 964. Next mention in 1122.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4748","","Marialinden","","50.932984","7.3236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4749","","Mariaweiler","Miluchwilere","50.815103","6.445408","2873657","","","","","","","","","","y","1571","","The Duke of Jülich levied land toll in 1571. A first mention around 1431 could be refuted. Tariffs and revenues are not known. ","","","","","","","","","","","","","","","","","","","","","","","","",""
"4750","","Marienau","Ouhagen; Auhagen; Marienow; Mariaenaw; Merienowe; Marienauwe","52.109651","9.568719","2873650","y","y","1298","","The gamekeeper's settlement Ouhagen came into existence in the 13th century; its pilgrimage chapel acquired an indulgence in 1298. In 1310, the Carmelite monastery Marienau was founded here; abolished in 1565.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4751","","Marynowy","Marienau","54.16465","19.092981","3092229","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4752","","Marienbaum","","51.698934","6.375134","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4753","","Marienberg","Marien Bergk; neue Bergstadt zue Schletten","50.651123","13.16372","2873632","","y","1521","","","y","1523","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4754","","Malbork","Marienburg; Marjenburg; Mergenburg; Mariaeburgum","54.035432","19.025081","3092472","","y","1274","","The Teutonic Order started building a castle in 1274","y","1276","","The town close to the castle was given a handfest with Kulm town law in 1276 by Conrad von Tyrbech, a second handfast followed in 1304","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4755","","Alūksne","Marienburg; Mergenborch; Margenborch; Marienborgs Slott","57.42346","27.052224","461528","","y","1342","","The castle was built by Burkhard von Dreyleben on an island. A settlement developed soon afterwards and was referred to as a fortified borough ('Hakelwerk') in 1516/34.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4756","","Marienburg","","55.097288","23.130883","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4757","","Marienburg","Marienborch; Margenborch; Mergenborch; Marienborge","52.113345","9.979093","2873614","y","y","1346","","A castle was constructed by the bishop of Hildesheim in 1346-1349.","","","","","y","1439","","The bishop of Hildesheim started levying a wine toll in Marienburg around 1439.","","","","","","","","","","","","","","","","","","","","","","","","",""
"4758","","Mariendal","Mariëndaal; Marienborne; Mariendael; Mariëndaal ","51.988684","5.862586","2751174","","y","1416","","Earliest mention in 1416-1417.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4759","","Marienfeld","","51.947561","8.280461","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4760","","Marienfelde","Berlin-Marienfelde","52.413417","13.363306","2873589","y","y","1375","","In 1375 the settlement can be found in the property of the Knights of St. John of Jerusalem, before had been in the property of the Order of the Temple. The area had been settled in the Bronze age and by Germanic peoples but remained unsettled during Slavic times. In 1435 it was given to Berlin-Cölln together with Tempelhof.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4761","","Marienhafe","Marienhove; Marienhoff","53.522225","7.272139","2873581","y","y","1300","","Marienhafe is mentioned in the law of the region Brokmerland from 1300 as 'wic', which characterised a settlement with special legal protection during market times. The church was built in the 13th century. The village had access to the sea from 1362 at the latest, although the bay silted up again later.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4763","","Viļaka","Marienhausen","57.183","27.67639","454130","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4764","","Marienheide","","51.083155","7.529443","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4766","","Marienstern","Panschwitz-Kuckau","51.233631","14.200448","11524564","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4767","","Marienthal","","53.052593","13.278765","2873481","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4768","","Marienthal","","50.997596","14.924473","2873484","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4769","","Kwidzyn","Marienwerder; St. Mariae insula; Marjenwerder; Kwidzin; Quedune; Quidin","53.731904","18.925001","3094086","","y","1233","","","y","1233","","The Landmeister of the Teutonic Order Hermann Balke founded the town Marienwerder in 1233 with Kulm town law. The privileges were renewed in 1336 and 1505.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4770","","Marienwohlde","Marienwolde; Marienwalde; Marienwold; Petzke; Pezeke; Petzeke","53.649151","10.694228","2873463","y","y","1230","","Originally called Pezeke, the Bridgettine monastery Marienwohlde was founded here in 1413, after which the settlement became known after the monastery. The nuns resided in Lübeck since 1534, the monastic properties were secularised by the duke of Saxony-Lauenburg in 1558.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4771","","Mark","","51.683415","7.852184","2873444","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4772","","Markendorf","","52.294815","14.470201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4773","","Markersdorf","","51.136845","14.879838","2873400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4774","","Märkisch Buchholz","Wendisch Buchholz; Buchholz; Buchholtz; Bochholtz","52.109394","13.762867","","","y","1301","","The settlement used to be a small village next to a castle that is mentioned several times in the 14th century since 1301. The village claims to have earned town rights in 1579 but only has earned market rights and smaller town-like privileges in truth and is always referred to as little town (""Städtchen"").","y","1449","","Mentioned as a town in 1449, called 'Stedlein' in 1518 and 'Flecklein' in 1554, probably remained a hamlet until the modern era","y","1449","","In 1449 and 1494 a toll and safe conduct are mentioned in Märkisch Buchholz. The lords ('Schenken') of Landsberg, who resided on castle Teupitz, owned the land toll in Teupitz, as well as the bridge- and dam tolls in Königs-Wusterhagen and Wendisch-Buchholz.","","","","","","","","","","","","","","","","","","","","","","","","",""
"4775","","Mirosławiec","Märkisch Friedland; Nova Vredeland; Nuwe-Vredeland; Nigen-Vredeland; Vredeland; Fredlandeck; Freyland","53.342479","16.090062","3091700","","y","1303","","","y","1303","","A settlement before the founding of the town is not known. The brandenburg town law was most likely granted in 1303. Further privileges were granted to the civitas in 1314 by the brothers Heinrich and Johann von Wedel. These were endorsed in 1565.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4776","","Markkleeberg","Markkleeberg-Ost; Cleberc; Cleberg; Marck Clebergk","51.276068","12.396564","2873352","y","y","1212","","First mention as manor, since 1515 mention as knightly manor.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4777","","Markoldendorf","Forensi Aldendorp; Forensi Oldenthorp; Margtoldendorp; Oldendorp; Market Oldendorpe; Marketaldindorpe; Markoldendorpe; Marketoldendorp; Marck Oldendorpp; Marckoldendorff; Marckoldendorf; Marckaltendorf","51.813293","9.769258","2873336","y","y","1265","","Near the settlement Oldendorf, of which the church is first mentioned in 1142, a market settlement was founded on the opposite shore of the Ilme river in the 13th century, which was called Markoldendorf. The regional court was moved before 1395 to the new settlement, where the courts took place until the late 16th century. Markoldendorf was made into a borough ('flecken') and fortified in 1637.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4778","","Markowice","","52.704777","18.215547","3092266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4779","","Markranstädt","Ranstede; Ranstete forensi; Marktranstete","51.301853","12.220335","2873331","y","y","1213","","The village was founded near the Medieval settlement of ""Altranstädt"" in 1170/80.","y","1354","","In a bill of sale Markranstädt is first mentioned as little town ""Städtchen"".","","","","","","","","","","y","","","The former famous wool market in Markranstädt developed from the nearby sheep husbandry of Alt-Zelle monastery.","","","","","","","","","","","","","","","",""
"4780","","Markröhlitz","","51.20997","11.868981","","","","","","","","","","","y","","1459","Station of safe conduct in the vicinity of Naumburg. Twin safe conduct ('Doppelgeleit') of Freyburg.","","","","","","","","","","","","","","","","","","","","","","","","",""
"4781","","Marksuhl","Sulaha; Margtsula","50.913454","10.202816","2873318","y","y","900","","This borough ('Marktflecken') probably already belonged to the property of Fulda monastery before 900. It belonged to castle Altenstein, later to the district of Creuzburg. Duke Johann Ernst had a castle constructed here 1587-91.","","","","","y","1508","","The secondary station of safe conduct ('Beigeleitsstelle') of Eisenach in Marksuhl was only established in 1508/1509, after a new road from Westfalia and Hessia to Frankia was built and used. The regulations of safe conduct ('Geleitsordnung') of 1535 list the fees for several wares. (ThHStA Weimar, Reg. Bb 1244, Geleitsrechnung Eisenach 1553/54, p. 110.)","","","","","","","","","","","","","","","","","","","","","","","","",""
"4782","","Markt Bibart","","49.647966","10.426113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4783","","Markt Erlbach","","49.493101","10.652547","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4784","","Marktheidenfeld","","49.844404","9.600348","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4785","","Marktredwitz","","50.000936","12.085623","2873289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4786","","Marl","Meronhlare; Marlare; Marle; Marlere","51.647183","7.082271","2873263","","y","900","","First mentioned around 900.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4787","","Marlishausen","","50.821136","11.017124","","y","y","750","","First mention in the record book of Fulda monastery in the second half of the 8th centruy.","","","","","y","1635","","A toll regulation from 1635 remains (ThStA Rudolstadt, Kanzlei Arnstadt 1134, p. 25.).","","","","","","","","","","","","","","","","","","","","","","","","",""
"4788","","Maroldsweisach","","50.196308","10.659388","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4789","","Marszów","Marsdorf","51.634087","15.215928","3092251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4790","","Marsum","Mersum","53.339922","6.873595","2751120","","y","1344","","Earliest mention in 1344.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4791","","Martenshagen","","54.295583","12.673553","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4792","","Martenshoek","St. Martenshoek; Martens-hoeck","53.163259","6.743031","2751115","","y","1650","","Earliest mention in 1652, in a copy dating from 1768. ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4793","","Martinhagen","Meribodonhago; Meribodehago; Merlodenhagen; Merbodenhayn; Merbenhain; Mormelnhagen; Merdenhagen; Merdehagen; Mertenhagen","51.286727","9.285073","2873144","","y","1081","","First mentioned in 1081.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4794","","Martiněves","Martinov","50.37339","14.153404","3070974","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4795","","Szczytnica","Martinwaldau","51.278134","15.715976","11695944","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4797","","Marwice","Marwitz","52.775737","15.111773","3092239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4798","","Marzahna","","52.00235","12.778533","2873073","","","","","","","","","","y","1513","","Secondary station of safe conduct ('Beigeleit') of Wittenberg. Regulations of safe conduct remain from 1513.
Secondary station of safe conduct of Berzig.","","","","","","","","","","","","","","","","","","","","","","","","",""
"4799","","Marcinkowice","Märzdorf","50.983247","17.224061","3092336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4800","","Morzino","Marzino; Морзино","55.741311","32.249236","525087","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4801","","Masbrock","Tasbroke; Mastbroke; Marßbroick; Marschbroick; Maschbruch","53.077227","10.66927","2873050","y","y","1296","","First mentioned in 1296.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4802","","Mašťov","Maschau","50.261908","13.284326","3070930","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4803","","Masłowice","","51.255274","18.637312","3092209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4804","","Maszewo","Massow; Massowe; Mosowe; Massou; Massouwe; Matzo; Matzow","53.496345","15.061358","3092197","","y","1233","","A castle hamlet with a church was mentioned in 1233. A slavic castle mound vanished before 1334. After the house of Massow have up their ancestral seat, german settlers took over the area.","y","1274","","It was already mentioned as oppidum in 1274. The new settlement was granted Magdeburg town law in 1278 by bishop Duke Hermann von Gleichen of Kammin. In 1286 Lübeck town law was granted. It has been mentioned as civitas since 1289. The privileges were endorsed in 1501 by Duke Bogislaw X.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4805","","Matcze","","50.946922","23.969215","765101","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4806","","Matgendorf","","53.863065","12.503632","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4807","","Mątwy","","52.755171","18.256331","3092175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4808","","Maciejów","Matzdorf","51.032211","18.285511","3092600","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4809","","Stubriai","Matzstubbern","55.237428","21.812869","594194","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4810","","Maua","Mowe","50.867521","11.59995","2872842","y","y","1259","","First mention in 1259.","","","","","","","","","","","","","","","","","","y","","","Maua's sigil shows a ferryman, which leads to think that there used to be a ferry at this Saale ford.","","","","","","","","","","","",""
"4811","","Maulen","","54.655326","20.385307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4812","","Mýto","Mauth","49.789042","13.734207","3070136","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4813","","Maxdorf","","51.795506","11.932301","2872685","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4814","","Maxdorf","Makestorp; Maxdorff; Marcksdorff","52.781253","11.207398","2872684","y","y","1283","","First mention in 1283.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4815","","Maszewy","Maxkeim","54.198443","20.914227","765108","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4816","","Mechelen","Machlines; Mechele; Machele; Machlina; Machlinenses; Mechlinia; Machlinia; Mechlene; Malines; Maghelen; Mecheln ","51.028057","4.479713","2791537","","y","1131","","Earliest mention in 1131.","y","","","","","","","","y","1369","1415","","In 1369 the Antwerp staple for fish, salt and oats was moved to Mechelen. In 1415 the staple returned to Antwerp; in compensation, Mechelen received right to hold two yearly markets. ","y","","","Market for fish, salt and oats, in competition with Antwerp. In 1415 emperor Sigismund gave Mechelen the privilege of holding two yearly markets in compensation for the moving of the staple to Antwerp.","","","","","","","","","","","","","","","",""
"4817","","Mechterstädt","Mechterstedt","50.944045","10.520444","2872600","y","y","775","","Mention in the Breviarium Sancti Lullii, Tab. I.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4818","","Męciszów","","50.156905","21.484936","765038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4820","","Mecklenbeck","Mikelencbeke; Mykilincbike; Mikelenbeke; Mekelenbeke; Mekellenbeke; Meckelenbeck","51.934379","7.57885","2872573","","y","1194","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4821","","Medebach","Medebeke; Madebach; Medebyke; Medebike; Methebeke; Mekebach; Medebeka; Madebach; Meydebeke; Medebicke ","51.198208","8.704356","2872557","","y","1144","","Before 1144, free 'Tafelgut' of the Archbishop of Cologne. Who also made the settlement an 'oppidum' in 1144.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4823","","Medingen","Zellensen; Tzelenhußen; Tzelnhußen; Medingh; Tzellensen; Tzelnsen; Cellenhusen; Medinghe; Czellensen; Novo Medinghe","53.089897","10.564663","2872532","y","y","1252","","The settlement was originally called Zellensen, first mentioned in 1252. After the Cistercian nun convent Medingen moved here from Altenmedingen in 1336, the settlement took over the name of the monastery. Possessions were lands primarily located near Altmedingen, as well as parts of the Lüneburg saltworks. In 1554 the monastery became a Protestant ladies' foundation.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4824","","Mednoye","Медное; Mednoe; Mednoje","56.930522","35.476421","528107","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4825","","Medved’","Медведь; Medved","58.308052","30.505047","528082","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4826","","Medyka","","49.805375","22.936652","765028","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4827","","Meerane","Mer; Meraw; Mera; Mherann; Mare","50.850726","12.463429","2872519","y","y","1174","","Castle and castle village of the 12th century. In the 15th century market.","y","1565","","The village was referred to as oppidum in 1361. In 1565 Georg of Schönburg granted the town bylaws.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4828","","Meerlo","Mirlare; Mirlar; Mirlaer; Myrlaer; Mierle","51.514603","6.08698","2751042","","y","1134","","Earliest mention in 1134, in a falsification from circa 1180-1190. Next mention in 1213.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4829","","Meerssen","Marsna; Marsanam; Mersenam; de Mersene; Marsenen; Smarnam; Mersen; Mersem","50.884225","5.754628","2751037","","y","874","","Earliest mention 847, in a ninth century copy. Next mention in 908, in a tenth century copy. Next mention in 1119.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4830","","Meesiger","","53.811247","12.915113","2872475","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4831","","Meezen","Metsin; Metsinge","54.052591","9.710299","2872470","","y","1465","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4832","","Purmaliai","Purmallen","55.77443","21.13582","595529","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4833","","Mehderitzsch","","51.503254","13.051513","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4834","","Zales’ye","Mehlancken; Mehlauken; Liebenfelde; Salessje; Залесье","54.84337","21.521179","465257","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4835","","Mehle","Medeli; Medelon; Midilithe; Midele; Middelen; Medele; Mehlde","52.115074","9.694815","2872437","y","y","965","","First mentioned in 965.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4836","","Mehlem","","50.660916","7.192082","2872436","","","","","","","","","","y","1385","","The Archbishop of Cologne levied a land toll around 1385. Tariffs are not known. From 1471 to 1472, 7½ mark and 4 shillings were collected. Mehlem was a secondary toll station of Königsdorf in 1455.","","","","","","","","","","","","","","","","","","","","","","","","",""
"4837","","Pieniężno","Mehlsack; Melzak; Malcekuke; Malchikuk","54.236245","20.128448","762311","","y","1282","","The Old Prussians held an older fortress and an adjoining village, a german settlement existed close by in 1282","y","1295","","The German settlement was turned into a town in 1295 by the locator Dietrich von Lichtenfeld, a town parson is mentioned in 1304, the final founding documents of the civitas with Kulm town law were given in 1312 by the territorial sovereignty, the Warmian diocesan chapter ","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4838","","Mēri","Mehrhof; Mēra Muiža","57.443978","26.09147","457413","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4839","","Meiderich","","51.465193","6.775067","2872347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4840","","Meierstorf","","53.306239","11.858665","2872300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4841","","Meijel","Meyele; Meyel; Meydel; Meijel; Meille; Myl","51.344134","5.886297","2750995","","y","1303","","First mentioned in 1303, the settlement Meijel developed around a road through the Peel high moor region and grew into a semi-independent lordship ('vrijheerlijkheid'). The original settlement, known as Luttel Meijel and later Hof, was located near a well of St Willibrord on the border with Deurne. More southerly, a parish church was built around 1425. There were one or more inns in the village.","","","","","y","1483","","A toll of the lord of Meijel on the border between Deurne and Meijel was first mentioned as ""Kijeboem"" in 1483. The toll station was located a bow shot away from the well of St Willibrord in the area known as Luttel Meijel.","","","","","","","","","","","","","","","","","","","","","","","","",""
"4842","","Meileiche","","51.95485","15.39312","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4844","","Meimbressen","Meinbrahteshus(en); Meinbratessen; Meinbressen; Meynbrechtsen; Mmeymereßin; Meinbressen","51.405302","9.352023","2872268","","y","900","","First mentioned around 900.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4845","","Bad Meinberg","Meinberg; Meynburghun; Meginbergen; Menberche; Meghenberg; Meinbarch; Meggenberge; Meimbergh","51.89668","8.978204","2953403","","y","980","","First mentioned between 980 and 982.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4846","","Meinbrexen","Meinbretchesen; Meinbragtesen; Meinbrechtissen; Meynbrechtessen; Menbregtessen","51.688969","9.397678","2872260","y","y","1222","","First mentioned in 1222.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4847","","Meine","Meynum; Mainum; Meinnem; Mejnjm; Meynem; Meynum; Meynen; Moynem; Meinem; Meinen; Meinenn","52.381621","10.544122","2872255","y","y","1007","","First mentioned in 1007.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4848","","Meineringhausen","Menerinchusen; Meinerinchusen; Meinrinchusen; Menrichofen; meynrinchusz; Meynrichosen; Mannerinckusen","51.255045","8.944983","2872249","","y","1240","","First mentioned in 1240.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4849","","Meinerzhagen","","51.10671","7.640169","2872237","","","","","","","","","","y","","","The Count of Mark levied a land toll in 1444. The toll was established on the model of the toll in Lüdenscheid. The tariff was therefore also 3 denarii per draught horse and 1 denar per pack horse. ","","","","","","","","","","","","","","","","","","","","","","","","",""
"4850","","Meiningen","Meininga; Meinungun; Menigen","50.567664","10.415375","2872225","y","y","982","","In the 11th century, Meiningen was royal property and royal court with a water castle.","y","1200","","Around 1200 the systematic expansion of the town began. In 1230 referred to as civitas. In 1344 awarding of Schweinfurt town rights.","y","","","Bridge toll, which was taken, among others, from pilgrims to the ""miracle of Grimmenthal"" ('Wunder von Grimmenthal'). The toll helped finance stone bridges at the end of the Middle Ages.","","","","","","y","","","After their foundation the fairs were confirmed in 1565 by the counts of Henneberg and in 1612 by prince electorate Johann Georg of Saxony. By the same prince electorate two cattle and one horse market were established. While the cattle markets soon closed down, the horse market is still held today (see below). In 1662 it was decreed that all markets were to be held on the Tuesdays after the respective holidays. In 1676 another fair, the Christ fair, was granted.","","","","","y","1180","","At the latest an the end of the 11th century, a bridge spanned the Werra at Meiningen.","","","","","","","",""
"4851","","Meiningsen","Menechuse; Menighen; Meninchusen; Meyninchosen","51.539539","8.059252","2872221","","y","1175","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4852","","Meinkot","Meincoten; Menkothe; Meynkoten; Meigenkott","52.395897","10.961677","2872217","y","y","1145","","First mentioned in 1145.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4853","","Meißen","Misni; Missene; Missina; Meissen; Missne; Misna","51.163524","13.472521","2872155","","y","1012","","","y","1150","","","y","983","","A toll of the bishop of Meißen is first mentioned in 983. In the regulations of safe conduct of 1547 the fees on the water, by land and for cattle are settled (SHStA Dresden, Loc. 37997 Meißen 9f., Erbbuch des Amtes Meißen 1547, p. 338–339).","","","","","","","","","","","","","","","","","","","","","","","","",""
"4854","","Meitze","Metce; Metze; Messen; Meze","52.567911","9.76311","2872125","y","y","1330","","First mentioned in 1330.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4855","","Gut Melaten","","50.778798","6.046491","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4856","","Melbach","","50.380738","8.809289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4857","","Melbeck","Melbeke; Melbike; Molbeke; Mellbeck","53.17935","10.405334","2872117","y","y","1296","","The village was first mentioned in 1296.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4858","","Meldorf","Melindorp; Milinthorp; Milethorp; Melethorp; Melenthorp; Milethorp; Melthorpe; Meldorp; Meldorpe; Meldorppe; Meldorff","54.089795","9.071814","2872100","","y","814","","First mentioned by Adam of Bremen in the late 11th century as location of the mother church of Dithmarschen in ca. 814-824.","y","1227","1559","Town privileges probably granted by the archbishop of Bremen between 1227 and 1259; in 1265 the settlement is first characterised as town. Town privileges were repealed in 1559 after the conquest of Dithmarschen.","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4859","","Melle (Gent)","Millinio; Mellin; Mella","51.004307","3.801663","2791385","","y","830","","Earliest mention in 830, in a tenth century copy. Next mention end of the ninth century, in a copy dating from 941. Next mention in 964. Next mention in 1118 as 'Melle'.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4860","","Melle (Osnabrück)","Melle; Menele; Mello; Meynlo","52.202948","8.337436","2872079","y","y","1169","","First mentioned in 1169 and characterised as ""oppidum"" in 1350. Melle received borough ('wigbold') privileges in 1443.","","","","","y","1443","","A toll is mentioned in the borough privileges of 1443; it is still mentioned in the 1570s.","","","","","","y","1443","","The borough ('wigbold') privileges of 1443 also contained a market privilege. A fair is explicitly mentioned in 1580. A date is not known.","","","","","","","","","","","","","","","",""
